project_id,client_id,client_name,sector,service_line,start_date,planned_end_date,actual_end_date,status,complexity,team_size,senior_staff_count,junior_staff_count,contract_value_ngn,actual_cost_ngn,delay_days,cost_overrun_pct,client_satisfaction_score,renewed_within_12m,acquisition_channel
P0270,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Political Risk Management,2022-03-14,2022-05-14,2022-05-18,Completed,Medium,4,1,3,12040000.0,12500000.0,4.0,0.038,4.2,Yes,Referral
P0053,C-A-Client-04,A-Client-04,Agriculture,Political Risk Management,2022-03-14,2022-05-14,2022-05-14,Completed,Low,3,1,2,4140000.0,4140000.0,0.0,0.0,4.6,Yes,Repeat Client
P0052,C-A-Client-04,A-Client-04,Agriculture,Market & Social Research,2022-03-18,2022-04-18,2022-05-24,Completed,Low,2,1,1,1430000.0,2000000.0,36.0,0.397,2.9,No,Repeat Client
P1247,C-CEAT-Client-05,CEAT-Client-05,Creative Economy and Tourism,Market & Social Research,2022-03-20,2022-12-20,2023-02-25,Completed,High,7,3,4,69550000.0,87220000.0,67.0,0.254,2.2,No,Competitive Tender
P0904,C-FAI-Client-06,FAI-Client-06,Finance and Insurance,Political Risk Management,2022-03-21,2022-06-21,2022-06-22,Completed,Medium,6,2,4,33520000.0,33920000.0,1.0,0.012,4.1,No,Repeat Client
P1111,C-PS-Client-02,PS-Client-02,Public Sector,Data Visualization & Analytics,2022-03-22,2022-04-22,2022-04-26,Completed,Low,3,1,2,2750000.0,3050000.0,4.0,0.108,4.2,No,Direct Outreach
P0056,C-A-Client-08,A-Client-08,Agriculture,Market & Social Research,2022-03-24,2022-06-24,2022-06-26,Completed,Low,4,1,3,10520000.0,10680000.0,2.0,0.015,3.7,Yes,Competitive Tender
P1250,C-CEAT-Client-02,CEAT-Client-02,Creative Economy and Tourism,Digital Transformation,2022-03-25,2022-06-25,2022-06-27,Completed,Low,2,1,1,4180000.0,4270000.0,2.0,0.022,3.7,No,Referral
P0051,C-A-Client-01,A-Client-01,Agriculture,Digital Transformation,2022-03-26,2022-11-26,2022-11-28,Completed,High,8,3,5,71990000.0,72490000.0,2.0,0.007,3.5,Yes,Repeat Client
P0666,C-E-Client-06,E-Client-06,Energy,Data Visualization & Analytics,2022-03-28,2022-07-28,2022-10-07,Completed,Medium,4,2,2,25350000.0,33870000.0,71.0,0.336,3.0,No,Competitive Tender
P0903,C-FAI-Client-03,FAI-Client-03,Finance and Insurance,Digital Transformation,2022-03-28,2022-05-28,2022-05-30,Completed,Medium,4,1,3,12470000.0,12790000.0,2.0,0.026,4.6,No,Competitive Tender
P1252,C-CEAT-Client-05,CEAT-Client-05,Creative Economy and Tourism,Political Risk Management,2022-04-01,2022-10-01,2022-12-28,Completed,High,8,4,4,46930000.0,63310000.0,88.0,0.349,1.5,No,Repeat Client
P1444,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Strategic Planning,2022-04-01,2022-05-01,2022-05-02,Completed,Low,2,1,1,2290000.0,2350000.0,1.0,0.028,4.3,No,Referral
P1251,C-CEAT-Client-03,CEAT-Client-03,Creative Economy and Tourism,Data Visualization & Analytics,2022-04-02,2022-07-02,2022-07-06,Completed,Medium,8,2,6,18030000.0,18810000.0,4.0,0.043,4.1,Yes,Repeat Client
P0667,C-E-Client-01,E-Client-01,Energy,Political Risk Management,2022-04-03,2022-10-03,2022-10-07,Completed,High,9,4,5,90460000.0,91730000.0,4.0,0.014,4.8,No,Repeat Client
P0061,C-A-Client-07,A-Client-07,Agriculture,Strategic Planning,2022-04-03,2023-01-03,2023-01-03,Completed,High,10,4,6,113780000.0,113780000.0,0.0,0.0,4.1,No,Repeat Client
P1115,C-PS-Client-06,PS-Client-06,Public Sector,Data Visualization & Analytics,2022-04-07,2022-06-07,2022-06-08,Completed,Low,4,2,2,8080000.0,8220000.0,1.0,0.017,4.1,No,Repeat Client
P1113,C-PS-Client-08,PS-Client-08,Public Sector,Stakeholder Engagement,2022-04-09,2022-07-09,2022-07-10,Completed,Medium,6,2,4,19750000.0,19990000.0,1.0,0.012,4.0,No,Repeat Client
P1114,C-PS-Client-08,PS-Client-08,Public Sector,Political Risk Management,2022-04-11,2022-08-11,2022-10-09,Completed,Medium,5,1,4,25020000.0,32030000.0,59.0,0.28,3.5,Yes,Referral
P0907,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Digital Transformation,2022-04-13,2022-11-13,2022-12-12,Completed,High,11,5,6,142390000.0,161760000.0,29.0,0.136,3.9,No,Repeat Client
P1253,C-CEAT-Client-04,CEAT-Client-04,Creative Economy and Tourism,Digital Transformation,2022-04-16,2022-06-16,2022-06-19,Completed,Medium,6,2,4,11410000.0,11950000.0,3.0,0.047,4.7,No,Repeat Client
P0060,C-A-Client-02,A-Client-02,Agriculture,Stakeholder Engagement,2022-04-17,2022-06-17,2022-06-21,Completed,Medium,5,2,3,11710000.0,12590000.0,4.0,0.075,3.8,No,Repeat Client
P1445,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Market & Social Research,2022-04-17,2022-06-17,2022-06-17,Completed,Medium,7,3,4,19680000.0,19680000.0,0.0,0.0,4.2,Yes,Repeat Client
P0272,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Digital Transformation,2022-04-17,2022-05-17,2022-05-17,Completed,Low,4,2,2,4980000.0,4980000.0,0.0,0.0,4.2,Yes,Referral
P0059,C-A-Client-03,A-Client-03,Agriculture,Strategic Planning,2022-04-19,2022-06-19,2022-06-20,Completed,Low,4,1,3,6010000.0,6080000.0,1.0,0.012,4.3,Yes,Repeat Client
P0905,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Data Visualization & Analytics,2022-04-20,2022-06-20,2022-06-20,Completed,Low,4,1,3,10790000.0,10790000.0,0.0,0.0,4.3,No,Repeat Client
P1442,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Digital Transformation,2022-04-22,2022-07-22,2022-08-04,Completed,Medium,8,3,5,33720000.0,37630000.0,13.0,0.116,3.5,No,Repeat Client
P1443,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Digital Transformation,2022-04-23,2022-09-23,2022-10-18,Completed,High,12,5,7,90860000.0,101310000.0,25.0,0.115,3.2,Yes,Repeat Client
P1446,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Strategic Planning,2022-04-24,2022-08-24,2022-08-28,Completed,Medium,6,2,4,29440000.0,30530000.0,4.0,0.037,4.4,Yes,Repeat Client
P0058,C-A-Client-01,A-Client-01,Agriculture,Strategic Planning,2022-04-24,2022-06-24,2022-06-27,Completed,Medium,6,2,4,10530000.0,11040000.0,3.0,0.048,4.2,Yes,Repeat Client
P0271,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Political Risk Management,2022-04-25,2022-08-25,2022-08-27,Completed,Medium,8,3,5,39630000.0,40340000.0,2.0,0.018,4.0,Yes,Competitive Tender
P1441,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Digital Transformation,2022-04-25,2022-07-25,2022-07-27,Completed,Low,4,1,3,14290000.0,14630000.0,2.0,0.024,4.0,No,Repeat Client
P0273,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Strategic Planning,2022-04-26,2022-08-26,2022-11-21,Completed,Medium,7,3,4,34660000.0,44570000.0,87.0,0.286,2.4,No,Repeat Client
P0906,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Political Risk Management,2022-04-27,2022-06-27,2022-06-29,Completed,Low,2,1,1,4870000.0,5040000.0,2.0,0.035,3.6,Yes,Referral
P0908,C-FAI-Client-03,FAI-Client-03,Finance and Insurance,Strategic Planning,2022-04-28,2022-09-28,2022-10-10,Completed,Medium,7,1,6,54880000.0,59760000.0,12.0,0.089,4.2,Yes,Referral
P1447,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Stakeholder Engagement,2022-05-01,2022-08-01,2022-08-03,Completed,Low,2,1,1,6120000.0,6210000.0,2.0,0.015,4.1,No,Referral
P0063,C-A-Client-06,A-Client-06,Agriculture,Data Visualization & Analytics,2022-05-03,2022-10-03,2022-10-07,Completed,Medium,8,3,5,40090000.0,41330000.0,4.0,0.031,4.4,Yes,Repeat Client
P0909,C-FAI-Client-03,FAI-Client-03,Finance and Insurance,Strategic Planning,2022-05-05,2023-02-05,2023-02-06,Completed,High,7,2,5,112880000.0,113220000.0,1.0,0.003,4.5,Yes,Repeat Client
P0064,C-A-Client-05,A-Client-05,Agriculture,Political Risk Management,2022-05-07,2022-09-07,2022-09-09,Completed,Medium,5,2,3,18040000.0,18380000.0,2.0,0.019,4.0,Yes,Repeat Client
P0910,C-FAI-Client-08,FAI-Client-08,Finance and Insurance,Market & Social Research,2022-05-14,2023-01-14,2023-01-17,Completed,High,14,7,7,262280000.0,266480000.0,3.0,0.016,4.3,No,Repeat Client
P0274,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Political Risk Management,2022-05-16,2022-07-16,2022-07-20,Completed,Low,3,1,2,6610000.0,7030000.0,4.0,0.064,3.9,No,Repeat Client
P1254,C-CEAT-Client-09,CEAT-Client-09,Creative Economy and Tourism,Stakeholder Engagement,2022-05-18,2022-08-18,2022-08-19,Completed,Medium,5,2,3,15670000.0,15780000.0,1.0,0.007,4.5,Yes,Repeat Client
P0062,C-A-Client-01,A-Client-01,Agriculture,Stakeholder Engagement,2022-05-19,2022-08-19,2022-09-24,Completed,Medium,8,2,6,24130000.0,28910000.0,36.0,0.198,3.2,No,Repeat Client
P1117,C-PS-Client-04,PS-Client-04,Public Sector,Strategic Planning,2022-05-19,2022-06-19,2022-07-21,Completed,Low,4,2,2,3560000.0,4690000.0,32.0,0.318,2.4,No,Competitive Tender
P0277,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Political Risk Management,2022-05-20,2022-09-20,2022-11-15,Completed,Medium,7,3,4,43450000.0,54180000.0,56.0,0.247,3.1,No,Repeat Client
P0276,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Data Visualization & Analytics,2022-05-20,2022-06-20,2022-06-20,Completed,Low,2,1,1,2470000.0,2470000.0,0.0,0.0,4.5,Yes,Competitive Tender
P0911,C-FAI-Client-01,FAI-Client-01,Finance and Insurance,Digital Transformation,2022-05-20,2022-07-20,2022-07-22,Completed,Low,3,1,2,8060000.0,8400000.0,2.0,0.042,3.6,No,Competitive Tender
P1448,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Strategic Planning,2022-05-22,2022-10-22,2022-10-25,Completed,High,8,2,6,57500000.0,58480000.0,3.0,0.017,4.3,Yes,Repeat Client
P1257,C-CEAT-Client-03,CEAT-Client-03,Creative Economy and Tourism,Strategic Planning,2022-05-22,2022-07-22,2022-07-25,Completed,Medium,6,2,4,11060000.0,11560000.0,3.0,0.045,3.9,No,Direct Outreach
P0275,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Data Visualization & Analytics,2022-05-23,2022-10-23,2022-10-24,Completed,Medium,4,2,2,26910000.0,27100000.0,1.0,0.007,4.2,No,Repeat Client
P1256,C-CEAT-Client-07,CEAT-Client-07,Creative Economy and Tourism,Stakeholder Engagement,2022-05-24,2022-08-24,2022-11-17,Completed,Medium,4,1,3,12230000.0,19320000.0,85.0,0.58,1.7,No,Repeat Client
P1118,C-PS-Client-09,PS-Client-09,Public Sector,Political Risk Management,2022-05-24,2022-09-24,2022-11-23,Completed,Medium,5,1,4,20270000.0,27000000.0,60.0,0.332,2.2,No,Repeat Client
P1255,C-CEAT-Client-08,CEAT-Client-08,Creative Economy and Tourism,Stakeholder Engagement,2022-05-25,2022-09-25,2022-09-26,Completed,Medium,8,3,5,28500000.0,28780000.0,1.0,0.01,4.2,No,Competitive Tender
P1449,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Digital Transformation,2022-05-28,2022-08-28,2022-08-28,Completed,Low,2,1,1,7460000.0,7460000.0,0.0,0.0,4.4,No,Competitive Tender
P1116,C-PS-Client-08,PS-Client-08,Public Sector,Market & Social Research,2022-05-28,2022-10-28,2022-11-01,Completed,Medium,6,3,3,37110000.0,37960000.0,4.0,0.023,4.1,Yes,Referral
P0279,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Political Risk Management,2022-06-04,2022-09-04,2022-09-07,Completed,Low,4,2,2,12430000.0,12680000.0,3.0,0.02,4.7,Yes,Repeat Client
P0913,C-FAI-Client-01,FAI-Client-01,Finance and Insurance,Strategic Planning,2022-06-04,2023-01-04,2023-01-05,Completed,High,14,6,8,198210000.0,198800000.0,1.0,0.003,4.8,No,Direct Outreach
P0065,C-A-Client-08,A-Client-08,Agriculture,Data Visualization & Analytics,2022-06-05,2023-03-05,2023-05-09,Completed,High,11,3,8,137120000.0,158650000.0,65.0,0.157,3.4,No,Repeat Client
P1120,C-PS-Client-03,PS-Client-03,Public Sector,Political Risk Management,2022-06-05,2023-01-05,2023-01-31,Completed,High,7,3,4,63340000.0,71070000.0,26.0,0.122,3.7,No,Repeat Client
P0914,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Digital Transformation,2022-06-09,2022-10-09,2022-10-10,Completed,Medium,4,2,2,27470000.0,27720000.0,1.0,0.009,4.4,No,Repeat Client
P0068,C-A-Client-02,A-Client-02,Agriculture,Market & Social Research,2022-06-09,2022-07-09,2022-07-13,Completed,Low,3,1,2,2720000.0,2940000.0,4.0,0.08,4.0,No,Competitive Tender
P1258,C-CEAT-Client-05,CEAT-Client-05,Creative Economy and Tourism,Strategic Planning,2022-06-10,2022-07-10,2022-07-12,Completed,Low,4,1,3,3410000.0,3610000.0,2.0,0.058,4.3,No,Referral
P1451,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Digital Transformation,2022-06-10,2022-08-10,2022-08-10,Completed,Low,4,1,3,9160000.0,9160000.0,0.0,0.0,4.3,No,Referral
P0282,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Digital Transformation,2022-06-11,2022-10-11,2022-10-14,Completed,Medium,6,2,4,32520000.0,33430000.0,3.0,0.028,3.7,No,Repeat Client
P0281,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Political Risk Management,2022-06-13,2022-11-13,2022-11-15,Completed,Medium,4,1,3,30600000.0,30880000.0,2.0,0.009,4.4,No,Referral
P1259,C-CEAT-Client-02,CEAT-Client-02,Creative Economy and Tourism,Political Risk Management,2022-06-15,2022-09-15,2022-10-28,Completed,Low,2,1,1,4890000.0,5980000.0,43.0,0.222,3.3,No,Repeat Client
P1452,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Data Visualization & Analytics,2022-06-15,2022-08-15,2022-08-17,Completed,Low,3,1,2,6050000.0,6170000.0,2.0,0.02,3.7,No,Repeat Client
P0280,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Political Risk Management,2022-06-15,2022-07-15,2022-07-18,Completed,Low,3,1,2,3070000.0,3370000.0,3.0,0.097,4.2,No,Repeat Client
P1121,C-PS-Client-09,PS-Client-09,Public Sector,Digital Transformation,2022-06-16,2022-09-16,2022-09-20,Completed,Medium,8,3,5,25760000.0,26660000.0,4.0,0.035,3.9,Yes,Repeat Client
P0670,C-E-Client-10,E-Client-10,Energy,Market & Social Research,2022-06-16,2022-08-16,2022-08-17,Completed,Medium,5,1,4,14640000.0,14860000.0,1.0,0.015,4.2,No,Referral
P0278,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Digital Transformation,2022-06-17,2022-09-17,2022-09-19,Completed,Low,3,1,2,9330000.0,9490000.0,2.0,0.017,4.8,No,Referral
P0067,C-A-Client-04,A-Client-04,Agriculture,Stakeholder Engagement,2022-06-19,2022-08-19,2022-08-19,Completed,Medium,4,2,2,8240000.0,8240000.0,0.0,0.0,4.7,No,Competitive Tender
P0915,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Stakeholder Engagement,2022-06-19,2022-09-19,2022-09-22,Completed,Medium,6,2,4,29140000.0,30160000.0,3.0,0.035,4.7,Yes,Repeat Client
P0669,C-E-Client-01,E-Client-01,Energy,Market & Social Research,2022-06-21,2022-10-21,2022-10-21,Completed,High,8,2,6,66310000.0,66310000.0,0.0,0.0,3.8,No,Referral
P0668,C-E-Client-04,E-Client-04,Energy,Political Risk Management,2022-06-21,2022-08-21,2022-08-24,Completed,Low,4,1,3,9470000.0,10030000.0,3.0,0.059,4.1,No,Competitive Tender
P0066,C-A-Client-08,A-Client-08,Agriculture,Stakeholder Engagement,2022-06-25,2022-07-25,2022-07-28,Completed,Low,2,1,1,1600000.0,1700000.0,3.0,0.062,3.6,Yes,Repeat Client
P1450,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Data Visualization & Analytics,2022-06-25,2022-09-25,2022-09-27,Completed,Medium,4,1,3,17980000.0,18470000.0,2.0,0.027,4.5,Yes,Referral
P0912,C-FAI-Client-08,FAI-Client-08,Finance and Insurance,Political Risk Management,2022-06-27,2022-09-27,2022-09-27,Completed,Low,2,1,1,6970000.0,6970000.0,0.0,0.0,4.8,Yes,Repeat Client
P1119,C-PS-Client-03,PS-Client-03,Public Sector,Digital Transformation,2022-06-28,2022-08-28,2022-08-29,Completed,Low,2,1,1,4010000.0,4090000.0,1.0,0.021,4.4,Yes,Referral
P0919,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Political Risk Management,2022-07-02,2022-11-02,2022-11-02,Completed,High,9,4,5,80450000.0,80450000.0,0.0,0.0,4.4,Yes,Repeat Client
P0674,C-E-Client-06,E-Client-06,Energy,Data Visualization & Analytics,2022-07-03,2022-09-03,2022-10-21,Completed,Medium,4,2,2,12230000.0,19260000.0,48.0,0.575,2.3,No,Referral
P0286,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Digital Transformation,2022-07-04,2022-09-04,2022-09-08,Completed,Low,3,1,2,7990000.0,8410000.0,4.0,0.052,4.4,No,Repeat Client
P0673,C-E-Client-04,E-Client-04,Energy,Political Risk Management,2022-07-05,2022-12-05,2023-02-21,Completed,Medium,4,2,2,34060000.0,44790000.0,78.0,0.315,2.0,No,Referral
P1457,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Political Risk Management,2022-07-05,2022-12-05,2022-12-06,Completed,Medium,5,2,3,29560000.0,29770000.0,1.0,0.007,4.0,No,Competitive Tender
P1124,C-PS-Client-05,PS-Client-05,Public Sector,Political Risk Management,2022-07-06,2022-09-06,2022-10-17,Completed,Medium,5,2,3,10590000.0,13630000.0,41.0,0.287,3.4,Yes,Repeat Client
P1455,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Market & Social Research,2022-07-06,2022-12-06,2022-12-09,Completed,Medium,4,2,2,28160000.0,28840000.0,3.0,0.024,4.2,Yes,Repeat Client
P1453,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Political Risk Management,2022-07-06,2022-08-06,2022-08-06,Completed,Low,3,1,2,3390000.0,3390000.0,0.0,0.0,4.5,Yes,Repeat Client
P1126,C-PS-Client-06,PS-Client-06,Public Sector,Stakeholder Engagement,2022-07-11,2023-01-11,2023-01-13,Completed,High,12,5,7,106860000.0,107610000.0,2.0,0.007,4.3,Yes,Repeat Client
P1122,C-PS-Client-05,PS-Client-05,Public Sector,Stakeholder Engagement,2022-07-11,2022-09-11,2022-09-11,Completed,Low,3,1,2,5300000.0,5300000.0,0.0,0.0,4.3,Yes,Competitive Tender
P0069,C-A-Client-08,A-Client-08,Agriculture,Stakeholder Engagement,2022-07-12,2022-11-12,2022-12-19,Completed,Medium,5,2,3,21860000.0,25600000.0,37.0,0.171,3.1,No,Repeat Client
P1454,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Data Visualization & Analytics,2022-07-13,2022-09-13,2022-09-14,Completed,Low,2,1,1,4190000.0,4270000.0,1.0,0.018,4.5,Yes,Repeat Client
P0284,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Market & Social Research,2022-07-14,2022-08-14,2022-08-14,Completed,Low,4,2,2,4700000.0,4700000.0,0.0,0.0,4.5,No,Referral
P0283,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Strategic Planning,2022-07-16,2022-11-16,2023-01-25,Completed,High,8,2,6,57030000.0,70490000.0,70.0,0.236,3.1,No,Repeat Client
P0671,C-E-Client-01,E-Client-01,Energy,Strategic Planning,2022-07-17,2022-10-17,2022-10-20,Completed,Low,3,1,2,10800000.0,11060000.0,3.0,0.024,3.8,No,Direct Outreach
P0285,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Digital Transformation,2022-07-18,2022-11-18,2022-12-29,Completed,High,15,6,9,94520000.0,117680000.0,41.0,0.245,2.8,No,Repeat Client
P1456,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Strategic Planning,2022-07-20,2022-09-20,2022-09-20,Completed,Low,2,1,1,4110000.0,4110000.0,0.0,0.0,4.1,No,Repeat Client
P1260,C-CEAT-Client-02,CEAT-Client-02,Creative Economy and Tourism,Strategic Planning,2022-07-22,2022-11-22,2022-11-26,Completed,Medium,6,3,3,19790000.0,20620000.0,4.0,0.042,3.6,Yes,Repeat Client
P0918,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Stakeholder Engagement,2022-07-22,2022-12-22,2022-12-23,Completed,Medium,5,2,3,42440000.0,42650000.0,1.0,0.005,4.3,No,Repeat Client
P0672,C-E-Client-07,E-Client-07,Energy,Digital Transformation,2022-07-23,2022-11-23,2023-02-06,Completed,Medium,4,1,3,29540000.0,40470000.0,75.0,0.37,2.8,No,Competitive Tender
P0916,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Digital Transformation,2022-07-23,2023-04-23,2023-07-27,Completed,High,8,2,6,125960000.0,164250000.0,95.0,0.304,2.4,No,Competitive Tender
P0070,C-A-Client-01,A-Client-01,Agriculture,Digital Transformation,2022-07-23,2022-11-23,,Cancelled,Medium,8,3,5,37810000.0,38450000.0,,,,N/A,Repeat Client
P0917,C-FAI-Client-06,FAI-Client-06,Finance and Insurance,Digital Transformation,2022-07-24,2022-08-24,2022-08-25,Completed,Low,3,1,2,3640000.0,3760000.0,1.0,0.033,4.3,Yes,Repeat Client
P1125,C-PS-Client-08,PS-Client-08,Public Sector,Digital Transformation,2022-07-27,2022-10-27,2022-10-28,Completed,Low,2,1,1,6280000.0,6340000.0,1.0,0.009,5.0,Yes,Competitive Tender
P0920,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Political Risk Management,2022-07-28,2022-09-28,2022-10-01,Completed,Low,2,1,1,4810000.0,5040000.0,3.0,0.047,3.5,No,Repeat Client
P1123,C-PS-Client-02,PS-Client-02,Public Sector,Digital Transformation,2022-07-28,2022-09-28,2022-10-28,Completed,Medium,7,3,4,13380000.0,17390000.0,30.0,0.3,3.3,Yes,Repeat Client
P1460,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Strategic Planning,2022-08-01,2023-01-01,2023-01-05,Completed,Medium,5,1,4,36490000.0,37150000.0,4.0,0.018,3.9,No,Repeat Client
P0677,C-E-Client-03,E-Client-03,Energy,Political Risk Management,2022-08-01,2022-11-01,2022-11-03,Completed,Low,4,2,2,15520000.0,15750000.0,2.0,0.015,4.0,No,Repeat Client
P0076,C-A-Client-03,A-Client-03,Agriculture,Digital Transformation,2022-08-02,2022-10-02,2022-10-04,Completed,Medium,6,2,4,10540000.0,10850000.0,2.0,0.029,4.0,No,Competitive Tender
P0287,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Data Visualization & Analytics,2022-08-02,2022-12-02,2022-12-06,Completed,Medium,8,3,5,42700000.0,44370000.0,4.0,0.039,4.2,Yes,Competitive Tender
P1459,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Political Risk Management,2022-08-03,2022-11-03,2022-11-04,Completed,Low,4,1,3,12360000.0,12500000.0,1.0,0.011,4.1,Yes,Competitive Tender
P0072,C-A-Client-03,A-Client-03,Agriculture,Data Visualization & Analytics,2022-08-04,2022-09-04,2022-09-26,Completed,Low,4,1,3,3190000.0,4380000.0,22.0,0.372,3.5,No,Competitive Tender
P1261,C-CEAT-Client-04,CEAT-Client-04,Creative Economy and Tourism,Political Risk Management,2022-08-10,2022-11-10,2022-11-14,Completed,Low,3,1,2,7420000.0,7790000.0,4.0,0.05,4.0,Yes,Referral
P0073,C-A-Client-06,A-Client-06,Agriculture,Market & Social Research,2022-08-10,2022-11-10,2022-11-12,Completed,Low,2,1,1,5480000.0,5560000.0,2.0,0.015,3.3,No,Repeat Client
P0675,C-E-Client-03,E-Client-03,Energy,Digital Transformation,2022-08-10,2022-11-10,2022-11-12,Completed,Medium,7,2,5,33720000.0,34430000.0,2.0,0.021,3.7,No,Referral
P0921,C-FAI-Client-05,FAI-Client-05,Finance and Insurance,Strategic Planning,2022-08-11,2022-11-11,2022-11-14,Completed,Medium,6,3,3,34160000.0,34880000.0,3.0,0.021,4.6,Yes,Repeat Client
P0678,C-E-Client-07,E-Client-07,Energy,Stakeholder Engagement,2022-08-12,2022-11-12,2022-12-02,Completed,Medium,5,2,3,27460000.0,31520000.0,20.0,0.148,3.6,No,Direct Outreach
P0922,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Political Risk Management,2022-08-17,2022-11-17,2022-12-26,Completed,Medium,8,3,5,45930000.0,55710000.0,39.0,0.213,3.6,No,Repeat Client
P1127,C-PS-Client-01,PS-Client-01,Public Sector,Political Risk Management,2022-08-18,2022-12-18,2022-12-19,Completed,Medium,6,2,4,27610000.0,27890000.0,1.0,0.01,4.6,Yes,Repeat Client
P0074,C-A-Client-08,A-Client-08,Agriculture,Data Visualization & Analytics,2022-08-22,2022-11-22,2022-11-22,Completed,Low,3,1,2,7940000.0,7940000.0,0.0,0.0,4.3,Yes,Repeat Client
P1461,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Digital Transformation,2022-08-22,2023-01-22,2023-01-25,Completed,Medium,6,2,4,41800000.0,42640000.0,3.0,0.02,4.1,No,Repeat Client
P0676,C-E-Client-09,E-Client-09,Energy,Stakeholder Engagement,2022-08-22,2022-11-22,2022-11-23,Completed,Medium,4,1,3,21010000.0,21180000.0,1.0,0.008,4.1,Yes,Direct Outreach
P1458,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Strategic Planning,2022-08-23,2023-02-23,2023-03-13,Completed,High,8,2,6,91030000.0,97860000.0,18.0,0.075,3.9,Yes,Repeat Client
P0071,C-A-Client-03,A-Client-03,Agriculture,Data Visualization & Analytics,2022-08-27,2022-12-27,2022-12-31,Completed,Medium,4,2,2,16080000.0,16560000.0,4.0,0.03,4.2,No,Referral
P0075,C-A-Client-07,A-Client-07,Agriculture,Data Visualization & Analytics,2022-08-28,2022-09-28,2022-11-08,Completed,Low,2,1,1,1690000.0,2420000.0,41.0,0.431,2.5,Yes,Referral
P1466,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Data Visualization & Analytics,2022-09-02,2022-12-02,2022-12-06,Completed,Low,4,1,3,15850000.0,16480000.0,4.0,0.04,4.1,No,Competitive Tender
P1128,C-PS-Client-04,PS-Client-04,Public Sector,Stakeholder Engagement,2022-09-04,2022-11-04,,Cancelled,Low,4,2,2,7080000.0,8970000.0,,,,N/A,Competitive Tender
P0288,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Market & Social Research,2022-09-04,2022-12-04,2023-02-09,Completed,Medium,5,1,4,19560000.0,28850000.0,67.0,0.475,2.2,No,Repeat Client
P0077,C-A-Client-07,A-Client-07,Agriculture,Stakeholder Engagement,2022-09-09,2023-02-09,2023-02-11,Completed,High,14,7,7,85340000.0,86020000.0,2.0,0.008,4.6,Yes,Repeat Client
